"","ï..Web.ID","Region","Reported.Date","Reported.Year","Reported.Month","Number.Dead","Minimum.Estimated.Number.of.Missing","Total.Dead.and.Missing","Number.of.Survivors","Number.of.Females","Number.of.Males","Number.of.Children","Cause.of.Death"
"254",31113,"US-Mexico Border","29-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"255",30624,"US-Mexico Border","28-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"256",31107,"US-Mexico Border","28-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"257",31108,"US-Mexico Border","28-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"258",31094,"US-Mexico Border","26-Jun-17",2017,"Jun",2,NA,2,NA,1,1,1,"Drowning"
"259",31095,"US-Mexico Border","26-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"260",31096,"US-Mexico Border","26-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"261",31097,"Middle East","26-Jun-17",2017,"Jun",10,NA,10,NA,NA,NA,NA,"Shot"
"262",31098,"Middle East","26-Jun-17",2017,"Jun",2,NA,2,NA,NA,2,NA,"Shot"
"263",44461,"Middle East","22-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Shot"
"264",31082,"Central America","21-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Train Accident"
"265",31078,"US-Mexico Border","20-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Dehydration"
"266",44135,"US-Mexico Border","18-Jun-17",2017,"Jun",1,NA,1,NA,1,NA,1,"Drowning"
"267",43698,"North Africa","17-Jun-17",2017,"Jun",2,NA,2,NA,NA,NA,NA,"Dehydration"
"268",31046,"US-Mexico Border","14-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"269",31047,"Middle East","14-Jun-17",2017,"Jun",5,NA,5,NA,NA,NA,1,"Shot"
"270",31040,"US-Mexico Border","12-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"271",44134,"US-Mexico Border","12-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"272",31039,"US-Mexico Border","10-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"273",31028,"US-Mexico Border","8-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"274",31029,"Europe","8-Jun-17",2017,"Jun",1,NA,1,NA,NA,1,NA,"Train Accident"
"275",31025,"North Africa","5-Jun-17",2017,"Jun",7,NA,7,28,NA,NA,NA,"Suffocation"
"276",31018,"Europe","1-Jun-17",2017,"Jun",1,NA,1,NA,NA,NA,NA,"Train Accident"
"277",44581,"North Africa","31-May-17",2017,"May",2,NA,2,NA,NA,NA,NA,"Starvation"
"278",44578,"North Africa","31-May-17",2017,"May",10,NA,10,NA,NA,NA,NA,"Shot"
"279",44579,"North Africa","31-May-17",2017,"May",12,NA,12,NA,NA,NA,NA,"Dehydration"
"280",44582,"North Africa","31-May-17",2017,"May",5,NA,5,NA,NA,NA,NA,"Starvation"
"281",31010,"US-Mexico Border","30-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"282",31011,"US-Mexico Border","30-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"283",31006,"Central America","29-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Train Accident"
"284",31009,"US-Mexico Border","29-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Dehydration"
"285",30995,"US-Mexico Border","26-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Train Accident"
"286",30989,"US-Mexico Border","25-May-17",2017,"May",1,NA,1,10,NA,NA,NA,"Dehydration"
"287",30990,"US-Mexico Border","25-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"288",30986,"Middle East","23-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Shot"
"289",44133,"US-Mexico Border","22-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"290",44385,"US-Mexico Border","22-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"291",30984,"US-Mexico Border","21-May-17",2017,"May",1,NA,1,NA,NA,NA,NA,"Drowning"
"292",30976,"Middle East","18-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Shot"
"293",30971,"South Asia","15-May-17",2017,"May",1,NA,1,NA,1,NA,NA,"Shot"
"294",30967,"US-Mexico Border","14-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"295",44450,"Middle East","9-May-17",2017,"May",1,NA,1,NA,NA,1,1,"Shot"
"296",30959,"US-Mexico Border","7-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"297",30953,"US-Mexico Border","6-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"298",30955,"Central America","6-May-17",2017,"May",1,NA,1,3,NA,1,NA,"Drowning"
"299",30951,"US-Mexico Border","5-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"300",44006,"Central America","3-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Train Accident"
"301",30943,"Europe","2-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Electrocution"
"302",30944,"US-Mexico Border","2-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"303",30945,"US-Mexico Border","2-May-17",2017,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"304",44573,"North Africa","30-Apr-17",2017,"Apr",2,NA,2,NA,NA,NA,NA,"Starvation"
"305",44574,"North Africa","30-Apr-17",2017,"Apr",1,NA,1,NA,NA,NA,NA,"Dehydration"
"306",44575,"North Africa","30-Apr-17",2017,"Apr",6,NA,6,NA,NA,NA,NA,"Shot"
"307",30940,"Central America","28-Apr-17",2017,"Apr",1,NA,1,NA,1,NA,NA,"Train Accident"
"308",30925,"US-Mexico Border","20-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"309",30926,"US-Mexico Border","20-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"310",44132,"US-Mexico Border","20-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"311",30924,"US-Mexico Border","19-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"312",30908,"US-Mexico Border","11-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"313",30903,"Central America","5-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Train Accident"
"314",35425,"Central America","4-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"315",30900,"US-Mexico Border","2-Apr-17",2017,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"316",44570,"North Africa","31-Mar-17",2017,"Mar",3,NA,3,NA,NA,NA,NA,"Dehydration"
"317",44571,"North Africa","31-Mar-17",2017,"Mar",5,NA,5,NA,NA,NA,NA,"Shot"
"318",30894,"Middle East","27-Mar-17",2017,"Mar",1,NA,1,NA,1,NA,NA,"Drowning"
"319",30893,"Middle East","26-Mar-17",2017,"Mar",3,NA,3,2,3,NA,NA,"Drowning"
"320",30889,"US-Mexico Border","25-Mar-17",2017,"Mar",1,NA,1,NA,NA,1,NA,"Drowning"
"321",30890,"Middle East","25-Mar-17",2017,"Mar",1,NA,1,NA,1,NA,1,"Drowning"
"322",30882,"Central America","23-Mar-17",2017,"Mar",1,NA,1,1,NA,1,NA,"Shot"
"323",30873,"Central America","20-Mar-17",2017,"Mar",1,NA,1,NA,NA,1,NA,"Shot"
"324",30874,"Central America","20-Mar-17",2017,"Mar",2,NA,2,NA,NA,2,NA,"Murdered"
"325",30864,"Central America","15-Mar-17",2017,"Mar",1,NA,1,NA,NA,1,NA,"Train Accident"
"326",30863,"US-Mexico Border","13-Mar-17",2017,"Mar",2,NA,2,NA,NA,2,NA,"Drowning"
"327",30855,"US-Mexico Border","6-Mar-17",2017,"Mar",1,NA,1,NA,NA,1,NA,"Drowning"
"328",30854,"North Africa","5-Mar-17",2017,"Mar",22,NA,22,NA,NA,NA,NA,"Shot"
"329",30845,"US-Mexico Border","28-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"330",44568,"North Africa","28-Feb-17",2017,"Feb",5,NA,5,NA,NA,NA,NA,"Dehydration"
"331",30843,"Europe","27-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Electrocution"
"332",30844,"Middle East","27-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Shot"
"333",30842,"North Africa","26-Feb-17",2017,"Feb",12,NA,12,NA,NA,NA,NA,"Starvation"
"334",30834,"US-Mexico Border","23-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"335",30828,"Central America","22-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Train Accident"
"336",30830,"Europe","22-Feb-17",2017,"Feb",3,NA,3,5,NA,NA,NA,"Drowning"
"337",30831,"North Africa","22-Feb-17",2017,"Feb",13,NA,13,NA,NA,NA,2,"Suffocation"
"338",30807,"Central America","15-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"339",30793,"North Africa","10-Feb-17",2017,"Feb",3,NA,3,NA,NA,NA,NA,"Starvation"
"340",30788,"US-Mexico Border","9-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"341",30781,"Central America","6-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Train Accident"
"342",30777,"US-Mexico Border","5-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"343",30778,"US-Mexico Border","5-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"344",30780,"Europe","5-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Train Accident"
"345",44007,"Central America","5-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Train Accident"
"346",30774,"Europe","3-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"347",30768,"US-Mexico Border","1-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"348",30769,"US-Mexico Border","1-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Drowning"
"349",30771,"Central America","1-Feb-17",2017,"Feb",1,NA,1,NA,NA,1,NA,"Train Accident"
"350",30767,"US-Mexico Border","31-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"351",38438,"US-Mexico Border","31-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"352",44565,"North Africa","31-Jan-17",2017,"Jan",5,NA,5,NA,NA,NA,NA,"Shot"
"353",44564,"North Africa","31-Jan-17",2017,"Jan",1,NA,1,NA,NA,NA,NA,"Shot"
"354",44563,"North Africa","31-Jan-17",2017,"Jan",2,NA,2,NA,NA,NA,NA,"Shot"
"355",30765,"US-Mexico Border","30-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"356",30766,"US-Mexico Border","30-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"357",30754,"US-Mexico Border","26-Jan-17",2017,"Jan",1,NA,1,NA,NA,NA,NA,"Drowning"
"358",44129,"US-Mexico Border","26-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"359",44128,"US-Mexico Border","25-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"360",30753,"US-Mexico Border","24-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"361",44127,"US-Mexico Border","24-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"362",30743,"North Africa","23-Jan-17",2017,"Jan",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"363",30744,"US-Mexico Border","23-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"364",30741,"North Africa","22-Jan-17",2017,"Jan",2,NA,2,NA,NA,NA,NA,"Harsh conditions"
"365",30742,"North Africa","22-Jan-17",2017,"Jan",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"366",30718,"US-Mexico Border","18-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"367",30715,"Central America","17-Jan-17",2017,"Jan",1,NA,1,NA,1,NA,NA,"Rape, Murdered"
"368",30716,"US-Mexico Border","17-Jan-17",2017,"Jan",1,NA,1,2,NA,NA,NA,"Drowning"
"369",44437,"Middle East","17-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Shot"
"370",30709,"US-Mexico Border","16-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"371",44435,"Middle East","15-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Shot"
"372",30687,"US-Mexico Border","13-Jan-17",2017,"Jan",1,NA,1,2,NA,1,NA,"Shot"
"373",30688,"US-Mexico Border","13-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"374",30689,"US-Mexico Border","13-Jan-17",2017,"Jan",1,NA,1,NA,NA,1,NA,"Drowning"
"375",44544,"North Africa","31-Dec-16",2016,"Dec",4,NA,4,NA,NA,NA,NA,"Shot"
"376",44538,"North Africa","31-Dec-16",2016,"Dec",2,NA,2,NA,NA,NA,NA,"Shot"
"377",44542,"North Africa","31-Dec-16",2016,"Dec",1,NA,1,NA,NA,NA,NA,"Dehydration"
"378",42797,"US-Mexico Border","28-Dec-16",2016,"Dec",1,NA,1,NA,NA,1,NA,"Drowning"
"379",43635,"North Africa","20-Dec-16",2016,"Dec",1,NA,1,NA,NA,NA,NA,"Drowning"
"380",43616,"North Africa","18-Dec-16",2016,"Dec",20,NA,20,NA,NA,NA,NA,"Starvation"
"381",42768,"Central America","10-Dec-16",2016,"Dec",1,NA,1,NA,NA,NA,NA,"Drowning"
"382",42784,"Central America","8-Dec-16",2016,"Dec",1,NA,1,3,NA,NA,1,"Asphyxiation"
"383",42786,"Central America","30-Nov-16",2016,"Nov",1,NA,1,NA,NA,1,NA,"Cardiac arrest"
"384",43530,"Central America","30-Nov-16",2016,"Nov",1,NA,1,NA,NA,1,NA,"Cardiac arrest"
"385",43034,"Europe","23-Nov-16",2016,"Nov",1,NA,1,NA,NA,1,NA,"Suicide"
"386",42750,"Europe","21-Nov-16",2016,"Nov",1,NA,1,NA,NA,1,NA,"Stabbed"
"387",43579,"North Africa","21-Nov-16",2016,"Nov",1,NA,1,NA,NA,NA,NA,"Dehydration"
"388",44534,"Europe","21-Nov-16",2016,"Nov",1,NA,1,NA,NA,1,NA,"Drowning"
"389",42761,"US-Mexico Border","4-Nov-16",2016,"Nov",1,NA,1,NA,NA,1,NA,"Drowning"
"390",43528,"North Africa","31-Oct-16",2016,"Oct",7,NA,7,NA,NA,NA,NA,"Murdered"
"391",42726,"US-Mexico Border","24-Oct-16",2016,"Oct",2,NA,2,NA,NA,1,NA,"Drowning"
"392",42741,"US-Mexico Border","23-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"393",42814,"Europe","23-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Hit by car"
"394",42740,"US-Mexico Border","22-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"395",42714,"US-Mexico Border","19-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"396",42736,"Europe","18-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Stabbed"
"397",42721,"US-Mexico Border","12-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"398",42729,"US-Mexico Border","11-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"399",42717,"Central America","9-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Drowning"
"400",44529,"US-Mexico Border","2-Oct-16",2016,"Oct",1,NA,1,NA,NA,1,NA,"Dehydration"
"401",42766,"South America","30-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Cardiac arrest"
"402",42708,"US-Mexico Border","28-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"403",42692,"Europe","19-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Stabbed"
"404",42719,"US-Mexico Border","19-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"405",42704,"US-Mexico Border","11-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"406",42873,"Europe","11-Sep-16",2016,"Sep",6,NA,6,4,NA,3,4,"Drowning"
"407",42701,"US-Mexico Border","10-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"408",42683,"Central America","8-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Cardiac arrest"
"409",42707,"US-Mexico Border","8-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"410",42678,"US-Mexico Border","3-Sep-16",2016,"Sep",1,NA,1,NA,NA,1,NA,"Drowning"
"411",44522,"North Africa","31-Aug-16",2016,"Aug",7,NA,7,NA,NA,NA,NA,"Shot"
"412",42681,"US-Mexico Border","29-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"413",43415,"US-Mexico Border","27-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"414",42675,"US-Mexico Border","26-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"415",42690,"US-Mexico Border","26-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"416",42872,"Europe","24-Aug-16",2016,"Aug",1,NA,1,5,NA,1,NA,"Shot"
"417",42661,"US-Mexico Border","22-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"418",42850,"Europe","22-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Stabbed"
"419",42689,"South America","19-Aug-16",2016,"Aug",1,NA,1,NA,1,NA,NA,"Cardiac arrest"
"420",42649,"US-Mexico Border","16-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Dehydration"
"421",42669,"Central America","12-Aug-16",2016,"Aug",1,NA,1,NA,1,NA,NA,"Dehydration"
"422",43391,"North Africa","11-Aug-16",2016,"Aug",1,NA,1,NA,NA,NA,NA,"Dehydration"
"423",42659,"US-Mexico Border","10-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Dehydration"
"424",42643,"US-Mexico Border","8-Aug-16",2016,"Aug",1,NA,1,NA,NA,NA,NA,"Drowning"
"425",42657,"US-Mexico Border","7-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Drowning"
"426",43387,"US-Mexico Border","7-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"427",42646,"US-Mexico Border","4-Aug-16",2016,"Aug",1,NA,1,NA,NA,1,NA,"Dehydration"
"428",42639,"Central America","3-Aug-16",2016,"Aug",2,NA,2,NA,NA,2,NA,"Drowning"
"429",42668,"Central America","3-Aug-16",2016,"Aug",2,NA,2,NA,NA,2,NA,"Murdered"
"430",42621,"Central America","1-Aug-16",2016,"Aug",8,NA,8,NA,1,7,NA,"Drowning"
"431",43418,"North Africa","1-Aug-16",2016,"Aug",3,NA,3,NA,NA,NA,NA,"Murdered"
"432",43419,"North Africa","1-Aug-16",2016,"Aug",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"433",43422,"North Africa","1-Aug-16",2016,"Aug",1,NA,1,NA,NA,NA,NA,"Murdered"
"434",42628,"US-Mexico Border","29-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"435",42640,"US-Mexico Border","28-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"436",42877,"Europe","26-Jul-16",2016,"Jul",1,NA,1,6,NA,1,NA,"Stabbed"
"437",42616,"US-Mexico Border","24-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"438",43360,"US-Mexico Border","23-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"439",42627,"US-Mexico Border","21-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"440",42671,"US-Mexico Border","21-Jul-16",2016,"Jul",1,NA,1,NA,1,NA,NA,"Hyperthermia"
"441",42401,"Central America","20-Jul-16",2016,"Jul",3,NA,3,5,1,2,3,"Drowning"
"442",42846,"Central America","20-Jul-16",2016,"Jul",NA,NA,0,NA,NA,NA,NA,"Drowning"
"443",42838,"US-Mexico Border","19-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"444",42684,"US-Mexico Border","18-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"445",42622,"US-Mexico Border","16-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"446",42752,"US-Mexico Border","15-Jul-16",2016,"Jul",1,1,2,NA,NA,2,NA,"Drowning"
"447",42632,"US-Mexico Border","14-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"448",42686,"Central America","14-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"449",42608,"US-Mexico Border","11-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"450",42593,"US-Mexico Border","5-Jul-16",2016,"Jul",1,NA,1,NA,NA,1,NA,"Drowning"
"451",43366,"North Africa","1-Jul-16",2016,"Jul",1,NA,1,NA,NA,NA,NA,"Murdered"
"452",43367,"North Africa","1-Jul-16",2016,"Jul",3,NA,3,NA,NA,NA,NA,"Harsh conditions"
"453",43368,"North Africa","1-Jul-16",2016,"Jul",1,NA,1,NA,NA,NA,NA,"Murdered"
"454",43369,"North Africa","1-Jul-16",2016,"Jul",1,NA,1,NA,NA,NA,NA,"Murdered"
"455",43372,"North Africa","1-Jul-16",2016,"Jul",1,NA,1,NA,NA,NA,NA,"Dehydration"
"456",43375,"North Africa","1-Jul-16",2016,"Jul",1,NA,1,NA,NA,NA,NA,"Starvation"
"457",44515,"North Africa","30-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Harsh conditions"
"458",44511,"North Africa","30-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Dehydration"
"459",44508,"North Africa","30-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Shot"
"460",44512,"North Africa","30-Jun-16",2016,"Jun",3,NA,3,NA,NA,NA,NA,"Shot"
"461",42606,"US-Mexico Border","25-Jun-16",2016,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"462",43298,"US-Mexico Border","23-Jun-16",2016,"Jun",1,NA,1,NA,1,NA,NA,"Hyperthermia"
"463",42583,"US-Mexico Border","22-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Drowning"
"464",42541,"US-Mexico Border","15-Jun-16",2016,"Jun",2,1,3,NA,NA,3,NA,"Drowning"
"465",42542,"US-Mexico Border","15-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Drowning"
"466",43278,"North Africa","14-Jun-16",2016,"Jun",2,NA,2,NA,NA,NA,NA,"Suffocation"
"467",43265,"US-Mexico Border","10-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Drowning"
"468",42792,"US-Mexico Border","9-Jun-16",2016,"Jun",1,NA,1,2,NA,1,NA,"Shot"
"469",43263,"US-Mexico Border","9-Jun-16",2016,"Jun",1,NA,1,NA,NA,1,NA,"Shot"
"470",42720,"US-Mexico Border","7-Jun-16",2016,"Jun",1,NA,1,NA,NA,1,NA,"Drowning"
"471",43256,"US-Mexico Border","7-Jun-16",2016,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"472",43257,"US-Mexico Border","7-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Hyperthermia"
"473",43255,"US-Mexico Border","6-Jun-16",2016,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"474",42496,"Central America","4-Jun-16",2016,"Jun",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"475",42444,"Europe","1-Jun-16",2016,"Jun",1,NA,1,6,NA,1,NA,"Drowning"
"476",43308,"North Africa","1-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Suffocation"
"477",43310,"North Africa","1-Jun-16",2016,"Jun",2,NA,2,NA,NA,NA,NA,"Starvation"
"478",43312,"North Africa","1-Jun-16",2016,"Jun",1,NA,1,NA,NA,NA,NA,"Starvation"
"479",44496,"North Africa","31-May-16",2016,"May",2,NA,2,NA,NA,NA,NA,"Shot"
"480",44500,"North Africa","31-May-16",2016,"May",1,NA,1,NA,NA,NA,NA,"Shot"
"481",44497,"North Africa","31-May-16",2016,"May",1,NA,1,NA,NA,NA,NA,"Dehydration"
"482",42492,"US-Mexico Border","30-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"483",43238,"US-Mexico Border","25-May-16",2016,"May",1,NA,1,NA,NA,NA,1,"Drowning"
"484",42487,"Central America","24-May-16",2016,"May",1,NA,1,1,NA,1,NA,"Murdered"
"485",42517,"Central America","20-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Murdered"
"486",42756,"Central America","20-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"487",42835,"US-Mexico Border","15-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Dehydration"
"488",42725,"US-Mexico Border","13-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"489",42529,"US-Mexico Border","11-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"490",42648,"North Africa","11-May-16",2016,"May",10,10,20,29,NA,NA,NA,"Drowning"
"491",42533,"US-Mexico Border","3-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"492",42537,"US-Mexico Border","3-May-16",2016,"May",1,NA,1,NA,NA,1,NA,"Drowning"
"493",43243,"North Africa","1-May-16",2016,"May",1,NA,1,NA,NA,NA,NA,"Starvation"
"494",43245,"North Africa","1-May-16",2016,"May",3,NA,3,NA,NA,NA,NA,"Dehydration"
"495",44489,"North Africa","30-Apr-16",2016,"Apr",1,NA,1,NA,NA,NA,NA,"Shot"
"496",42453,"US-Mexico Border","29-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"497",42507,"US-Mexico Border","24-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"498",42465,"US-Mexico Border","21-Apr-16",2016,"Apr",1,NA,1,NA,NA,NA,NA,"Drowning"
"499",42602,"Central America","21-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Murdered"
"500",42834,"Central America","21-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Hyperthermia"
"501",42478,"Central America","9-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Shot"
"502",42527,"US-Mexico Border","8-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"503",42840,"US-Mexico Border","6-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"504",42428,"US-Mexico Border","5-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Drowning"
"505",43189,"Central America","1-Apr-16",2016,"Apr",1,NA,1,NA,NA,1,NA,"Cardiac arrest"
"506",43213,"North Africa","1-Apr-16",2016,"Apr",1,NA,1,NA,NA,NA,NA,"Dehydration"
